,pathway,reaction,pathway name,pathway description
12243,map01120,R09282,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12244,map01120,R09283,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12245,map01120,R09284,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12246,map01120,R09285,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12247,map01120,R09286,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12248,map01120,R09287,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12249,map01120,R09288,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12250,map01120,R09289,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12251,map01120,R09291,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12252,map01120,R09292,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12253,map01120,R09293,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12254,map01120,R09396,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12255,map01120,R09397,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12256,map01120,R09398,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12257,map01120,R09399,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12258,map01120,R09400,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12259,map01120,R09401,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12260,map01120,R09446,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12261,map01120,R09471,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12262,map01120,R09472,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12263,map01120,R09473,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12264,map01120,R09497,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12265,map01120,R09499,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12266,map01120,R09514,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12267,map01120,R09518,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12268,map01120,R09565,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12269,map01120,R09720,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12270,map01120,R09780,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12271,map01120,R09796,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12272,map01120,R09799,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12273,map01120,R09808,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12274,map01120,R09809,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12275,map01120,R09819,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12276,map01120,R09820,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12277,map01120,R09836,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12278,map01120,R09837,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12279,map01120,R09838,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12280,map01120,R09839,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12281,map01120,R09860,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12282,map01120,R09883,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12283,map01120,R09884,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12284,map01120,R09885,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12285,map01120,R09951,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12286,map01120,R09952,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12287,map01120,R09953,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12288,map01120,R09954,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12289,map01120,R09955,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12290,map01120,R09956,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12291,map01120,R09957,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12292,map01120,R09979,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12293,map01120,R09998,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12294,map01120,R09999,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12295,map01120,R10010,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12296,map01120,R10011,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12297,map01120,R10012,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12298,map01120,R10013,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12299,map01120,R10042,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12300,map01120,R10043,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
12301,map01120,R10090,Microbial metabolism in diverse environments,map01120  Microbial metabolism in diverse environments
